이름,작가/그림,장르,요일,추천수,별점(총),별점(화),총화수,댓글,줄거리,이미지,플랫폼,첫화링크,업데이트
사상 최강 남주,,"판타지,액션,중국",월,25,"[2.1, 28]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.5, 4.5, 4.0, 4.0, 4.0, 3.3, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",231,"['a', 'b', 'c']","이세계 무협 세계관에 빙의한 주인공, 조강유. 그는 빙의하자마자 99번의 납치, 32번의 죽을 고비를 넘긴다. 갖은 위기 속에서 겨우 목숨을 부지한 그는 우연히 '소요문(逍謠門)'에 들어가게 되고… ""그런데, 알고보니 내가 이세계 최강자!?"" 라는 설정처럼 엄청난 자질을 갖고 있다는 걸 깨닫게 되는데…!",src/img/사상최강남주.png,,,"[Timestamp('2024-04-09 00:00:00'), Timestamp('2022-03-12 00:00:00')]"
환생불사,,"액션,개그,무협,중국",월,20,"[1.5, 15]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.5, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.7, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",152,"['a', 'b', 'c']","과로사로 죽어버린 줄만 알았는데 눈을 떠보니 웬 무협 세계가!? 이대로 새 인생을 사는가 싶었더니 자칭 '잉여승천 시스템'이 나타나 열심히 살지 말고 잉여롭게 살다 죽어야만 다음 생에 최강이 될 수 있단다. 단, 고의적인 사망은 제외. 안 돼! 최강이 되어 삼천 후궁들을 맞이하려 했더니만! 잠깐, 그렇다는 건... 피치 못하게 죽으면 돼! 좋아. 그럼 어디 한번 열심히 죽어보자!",src/img/환생불사.png,,,"[Timestamp('2024-04-09 00:00:00'), Timestamp('2023-01-17 00:00:00')]"
묵향 다크레이디,,"판타지,무협,한국",월,621,"[3.5, 181]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.4, 4.4, 4.4, 4.4, 4.3, 4.3, 4.3, 4.3, 4.3, 4.2, 4.2, 4.2, 4.2, 4.1, 4.1, 4.1, 4.1, 4.0, 4.0, 4.0, 4.0, 3.9, 3.9, 3.7, 3.7, 3.6, 3.5]",215,"['a', 'b', 'c']",무협소설과 판타지문학을 접목시킨 기념비적인 장르소설인 [묵향]이 드디어 웹툰화!!  탈마의 경지에 오른 '묵향'을 죽일 수 없었던 장인걸과 혈교의 합작 부대는 결국 술법을 부려 그를 판타지 세계로 보내 버리고 만다. 그렇게 옷도 검도 잃고 맨몸으로 낯선 곳에 떨어지게 된 묵향의 이야기가 웹툰 [묵향 다크레이디]의 시작이다.,src/img/묵향다크레이디.png,,,"[Timestamp('2024-04-09 00:00:00'), Timestamp('2019-07-08 00:00:00')]"
좀비묵시록 82-08,,액션,월,58,"[3.4, 34]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.3, 4.0, 4.0, 3.8, 3.8, 3.7, 3.7, 3.0, 3.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45,"['a', 'b', 'c']",탕-! 의문의 선박 속 '그것'으로부터 시작된 괴이한 전염병은 서울을 죽음의 도시로 만들어버린다.,src/img/좀비묵시록8208.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-09-03 00:00:00')]"
"계모인데, 죽음을 피하는 게 너무 쉽다",,"판타지,로맨스",월,42,"[2.9, 26]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.8, 4.0, 3.8, 3.0, 3.0, 1.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",28,"['a', 'b', 'c']","빵을 굽던 오븐이 폭발하며 자신을 찾아온 가정폭력범 아버지와 함께 죽음을 맞이한 나는 읽고 있던 소설 속에서 눈을 떴다. ""죄... 죄송합니다. 어...머니. 아, 프지 않아요."" 어린 시절 남주 '히르아'를 학대하지만 결국 훗날 황제가 되어 돌아온 히르아의 손에 사형당하고 마는 악역 계모 '르엘라'의 몸에! 히르아가 계모의 품을 떠나 행복하게 지낼 수 있도록 원작에서 그의 대부가 되어줬던 '라시아스 위페르' 공작을 만나 계약결혼은 제안하는데... “계약 결혼 말고 진짜 결혼은 안 됩니까?” “어, 어머니랑 같이 자도 돼요?” 1년 후 둘만 남기고 떠나겠다는 계획과는 다르게 어쩐지 공작과 히르아가 나에게 집착하기 시작하는데...!",src/img/계모인데죽음을피하는게너무쉽다.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2024-01-23 00:00:00')]"
겨울성의 아기 죄수님,,"판타지,로맨스",월,113,"[4.4, 37]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.7, 4.5, 4.3]",29,"['a', 'b', 'c']","나라는 패망하고, 왕족들이 모두 처형되던 날 밤. 당연히 자신도 죽을 것이라 생각했던 클라리스는 뜻밖의 말을 듣게 된다. ""열여덟이 되지 않은 자를 사형에 처할 수는 없다. 대신 네가 열여덟이 되는 날, 나는 너를 죽일 것이다."" 그렇게 클라리스에게 주어진 십 년이라는 시간. 클라리스는 '죄수'의 신분으로서 북부로 향한다. 그리고 딱 한 가지를 대공에게 부탁하는데……. ""저, 이 친구를 데려가도 괜찮을까요? 제 유일한 친구예요."" 클라리스가 내민 것은 다름아닌 돌멩이인데? 새로이 시작된 북부에서의 삶! 그런데 이 '죄수'로서의 생활이 자꾸만 좋아진다……?",src/img/겨울성의아기죄수님.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2024-02-04 00:00:00')]"
불멸의 투귀,,"판타지,액션",월,43,"[3.5, 35]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.8, 4.8, 4.6, 4.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",105,"['a', 'b', 'c']","차가운 한랭지옥의 아귀가 이승으로 넘어와 사람들을 잡아먹는 시대. 하늘의 최고신 제석천과 그 아래의 사천왕이 지옥의 아귀로부터 세상을 지킨다. 한데 그 최고신 제석천이 주인공 “나수아”의 동생을 자신이 아꼈던 이의 환생자라며 데려가려는데 나수아가 옷깃을 잡으며 이를 막아서자 그것에 불쾌함을 느낀 제석천은 나수아의 팔을 잘라버린다. 나수아의 하늘에 대한 원한이 한랭지옥의 반대편인 뜨거운 초열지옥에 닿았고, 나수아는 초열아귀의 팔을 갖게 되는데... 사람도 아귀도 아니게 된 나수아. 동생을 되찾기 위해 지옥과 싸우는 하늘에게 맞서려 한다.",src/img/불멸의투귀.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2022-04-14 00:00:00')]"
악녀는 두 번 산다,,"판타지,로맨스,한국",월,531,"[4.3, 142]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.7, 4.7, 4.6, 4.6, 4.5, 4.5, 4.5, 4.5, 4.4, 4.4, 4.4, 4.4, 4.4, 4.3, 4.3, 4.0, 4.0, 4.0, 4.0, 3.8, 3.7, 3.6, 3.5, 3.4]",193,"['a', 'b', 'c']","모략의 천재, 황제를 만들다! ""오빠가 잘되어야 너도 잘되는 거야."" 온갖 악행을 저질러 오빠를 황제로 만들었다. 하지만 아르티제아의 헌신은 배신으로 돌아왔다. 죽음의 문턱에서 그녀에게 구원의 손을 내민 것은, 정의로운 숙적 세드릭 대공뿐이었다. “계책을 내라.” “…….” “이 상황을 뒤집을 수 있는 인물을 나는 그대 외에는 떠올리지 못하겠어. 로산 후작.” “…….” “나에게는 그대의 힘이 필요하다.” 이미 기울어진 세력 판도를 뒤집고 도탄에 빠진 제국을 구할 계책은 없다. 그러나 방법은 있다. 모든 것이 잘못되기 이전으로 시간을 돌리는 것. 피의 눈물과 함께 그녀는 자신의 몸을 바쳐 고대마법으로 시간을 돌린다. 이번에는, 실패하지 않으리라. 죽지 않고 18세로 회귀한 아르티제아는 세드릭 대공을 위한 악녀가 될 것을 결심한다. “저에게 청혼해 주십시오. 당신을 황제로 만들어 드리겠습니다.” 악마에게 무릎을 꿇은 대가로, 당신은 당신 대신 손을 더럽힐 악마를 얻을 것입니다.",src/img/악녀는두번산다.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2020-06-03 00:00:00')]"
내가 왜 킬러?!,,"개그,드라마",월,4,"[2.5, 4]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16,"['a', 'b', 'c']","뜻하지 않게 언더커버 요원이 된 '조', 본래 목표였던 사무직으로 옮겨가기 위해선 이번 임무를 완수해야 한다. 바로 범죄조직 산하의 극악무도한 킬러 집단 '들개들' 잠입수사! 무시무시한 킬러들에게서 정보를 빼내기 위해 같은 킬러로 위장하고 숨어들었지만 어째선지 조의 킬러로서의 명망이 점점 높아지는데.. 우당탕탕 코믹 잠입수사기!",src/img/내가왜킬러.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2023-12-31 00:00:00')]"
수상한 다이어트 클럽,,드라마,월,2,"[5.0, 1]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7,"['a', 'b', 'c']","모태 통통 ‘고양순’은 부모님의 등쌀에 못이겨 박박사 다이어트 클럽에 입소한다. 어딘가 수상해 보이는 박박사지만, 그녀의 이력 만큼은 누구보다 확실하다. 성공률 100%를 자랑하는 이곳의 퇴소 조건은 단 하나, ‘목표 체중을 다 감량해야만 하는 것!' 과연 100kg가 넘는 양순 역시 다이어트에 성공, 웃으며 이곳을 나설 수 있을까?!",src/img/수상한다이어트클럽.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2024-03-31 00:00:00')]"
신은 주사위 놀이를 하는가?,,"판타지,액션",월,80,"[3.6, 52]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.8, 4.5, 4.4, 4.3, 4.2, 4.1, 4.0, 4.0, 3.7, 3.3, 3.0, 1.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37,"['a', 'b', 'c']","어느날 갑자기 신들의 게임에 소환된 도시 최율은 첫지급 보상으로 모든 게임의 공략을 보여주는 '독식의 제물 크라시나 서'를 습득한다. 그러나, 아이템의 능력은 공략을 공유한 모든 이들의 보상을 독식하는 것! 양날 검의 아이템을 얻은 최율은 이 게임에서 끝까지 살아남을 수 있을 것인가!",src/img/신은주사위놀이를하는가.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2023-10-22 00:00:00')]"
프로페서,,드라마,월,3,"[4.0, 5]","[5.0, 5.0, 5.0, 4.0, 4.0, 0.0, 0.0, 0.0]",8,"['a', 'b', 'c']","천덕꾸러기, 낙제생, 3류대 출신 타이틀을 가지고 있는 대학원생 박민우. 그런 민우는 어느 날 보존 서고에서 의문의 상자를 발견하게 된다. 상자 속에 든 건 독일어가 적힌 의문의 종이와 안경, 그리고 만년필. 민우는 누군가 두고 간 분실물이라 생각하고, 분실물을 맡아 주기로 한다. 그리고 그날 밤, 민우의 꿈에 한 남자가 나타나는데…",src/img/프로페서.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2024-03-25 00:00:00')]"
달이 뜨지 않는 도시,,미스터리,월,1,"[5.0, 2]","[5.0, 5.0, 0.0, 0.0, 0.0]",5,"['a', 'b', 'c']","불행한 삶을 사는 여고생 하정의 유일한 낙은 인플루언서 ‘달달룬’의 일상을 훔쳐보는 것이다. 하정은 그녀에게 집착 수준의 애정을 갖고 집안 월패드까지 해킹해서 아주 사적인 삶조차 샅샅이 훔쳐본다. 평소와 같이 달달룬의 방을 훔쳐보던 어느날. 하정은 달달룬의 죽음을 목격하게 되고, 다음날 죽은 그녀의 몸에 빙의된 자신을 발견하게 되는데…. 2023 지상최대공모전 1기 우수상 수상작.",src/img/달이뜨지않는도시.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2024-04-07 00:00:00')]"
칼가는 소녀,,"드라마,한국",월,37,"[4.0, 22]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.5, 4.3, 4.0, 4.0, 3.0, 3.0, 3.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",191,"['a', 'b', 'c']",치사율 100%의 인싸 희귀병 소녀 '사랑' 누구보다 차분하고 두려움 없는 같은 반 소녀 '은조' 두 소녀가 가슴 속 칼을 품고 세상을 향한 복수를 꿈꾼다,src/img/칼가는소녀.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2019-07-21 00:00:00')]"
북부 공작님을 유혹하겠습니다,,"판타지,로맨스,드라마",월,233,"[3.7, 105]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.7, 4.6, 4.5, 4.5, 4.5, 4.0, 3.5, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",78,"['a', 'b', 'c']","“내 애인인 척 사교계에 들어가.” 전 세계에서 주목하는 톱스타, 셀리나는 촬영 중 갑작스러운 사고로 북부 공작의 땅에 차원 이동한다. 마수에게서 목숨을 구해준 북부 공작, 칼시온은 셀리나에게 자신의 애인인 척 사교계에 들어가 정보를 입수하라는 계약을 제시하는데..",src/img/북부공작님을유혹하겠습니다.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2022-05-08 00:00:00')]"
헬크래프트,,"판타지,액션",월,39,"[3.0, 35]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.7, 4.5, 4.3, 4.2, 4.0, 4.0, 4.0, 3.7, 3.7, 3.0, 3.0, 3.0, 2.5, 1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",65,"['a', 'b', 'c']","세상에 배신당해 방구석으로 도망친 고등학생 염승기. 새로운 지옥의 주인으로 지목된 대악마 바함무르크. 바함무르크는 자신의 지옥 제작자로서 염승기를 선택하고, 지옥 제작의 대가로 염승기에게 수감자를 고를 권리를 준다. 복수를 위해 악마와 손을 잡은 염승기, 그렇게 윈윈의 관계로 끝날 줄 알았는데... 갑자기 시작된 데스게임- 살아남기 위해선 지옥에 보내라!",src/img/헬크래프트.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2022-09-18 00:00:00')]"
인섹터,,"판타지,액션",월,52,"[4.1, 37]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.7, 4.5, 4.0, 3.5, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",69,"['a', 'b', 'c']","어느 날 학교에서 담임교사가 <공벌레 인섹터 내라해치>가 되어 반 아이들을 무차별적으로 살해한 사건이 벌어진다. 그때 나타난 검은 개미, 그는 반 아이들을 구하게 되고 이 사건을 시작으로 언론과 SNS로 퍼져 인섹터의 존재는 더 이상 도시 괴담 수준의 이야기가 아니게 된다. 결국, 정부는 비밀리에 임무를 수행하던 인섹터 퇴치반 버그리퍼를 내세우고 생존자의 증언에 따라 검은 개미를 뒤쫓게 되는데, 검은 개미의 정체는 몸속에 개미 집이 지어진 채 살아가는 평범한 학생 가미성. 그저 몸속 개미들에게 먹히지 않기 위해 인섹터의 대항마로 변신하여 내키지 않는 싸움을 한다.",src/img/인섹터.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2022-10-31 00:00:00')]"
시한부의 아이까지 뺏으려 합니다,,"판타지,로맨스",월,44,"[2.5, 25]","[5.0, 5.0, 5.0, 5.0, 5.0, 4.5, 4.0, 4.0, 2.0, 2.0, 2.0, 1.3, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",40,"['a', 'b', 'c']","“아이에게 시한부 어머니를 남겨줄 생각이에요?” 부모님의 유품인 마법 거울이 보여준 미래는 참담했다. 아이를 낳고 나는 시한부가 되고, 남편의 정부가 아이를 두고 떠나라고 종용하는 미래. 아직 우린 결혼조차 하지 않았으니 불행한 미래도 피할 수 있을 거야.",src/img/시한부의아이까지뺏으려합니다.png,,,"[Timestamp('2024-04-08 00:00:00'), Timestamp('2023-08-27 00:00:00')]"
