이름,플랫폼,작가,그림,장르,상태,요일,조회수,좋아요,총화수,무료,무료주기,줄거리,키워드,첫화링크
무신귀환록,kakaowebtoon,러프,러프,액션/무협,시즌완결,수,"1,160.8만",36만,85,3,3시간마다 무료,"그 누구도 맞설 수 없는 최흉의 인재(人災),무극신마, 단우현악행으로 인해 봉인되고 천 년 후천 년이라는 시간은 단우현에게서 살심을 없애기에 충분했다변해버린 세상, 아는 사람이라고는 아무도 없는 고독, 남은 것은 허탈함과 공허함 뿐“바람이 흐르듯 세월도 흐르는구나 정말로 아무것도 남은 것이 없어”목적도, 삶의 의지도 잃고 정처없이 떠도는 단우현 앞에 나타난 자그마한 소녀 화소미누구에게도 기댈 곳 없어 보이는 소녀에게 단우현은 동질감을 느끼며 점점 마음의 문을 열기 시작한다“나는 단우현이다 나와 함께 가자꾸나”얼음장 같은 마음을 가진 무신과 귀엽고 순수한 소녀의마음을 따뜻하게 녹여 줄 평범하지 않은 한 가족의 중원 생활 이야기","통쾌한,몰입되는,액션/무협,암투물",https://webtoon.kakao.com/content/%EB%AC%B4%EC%8B%A0%EA%B7%80%ED%99%98%EB%A1%9D/2891
폭군 오빠가 셋이래요,kakaowebtoon,"km, 깨구리",박하,로맨스 판타지,완결,1일마다 무료,907.8만,35.5만,123,4,1일마다 무료,"이름조차 없어 수요일로 불리는 요일 노예, 수요일 작은 반항에 죽을 위기에 처한 그때,""-드디어 찾았군""하루아침에 오빠가 셋이나 생겨 버렸다아스카니어 황가의 저주를 풀 유일한 열쇠가 나라고?게다가 폭군이라고 불리는 오빠들이 왜 나한테만 다정한건데?갑자기 생긴 오빠들의 본격 막내 편애 로맨스, 폭군 오빠가 셋이래요","귀여운,설레는,로맨스판타지,힐링물",https://webtoon.kakao.com/content/%ED%8F%AD%EA%B5%B0-%EC%98%A4%EB%B9%A0%EA%B0%80-%EC%85%8B%EC%9D%B4%EB%9E%98%EC%9A%94/2493
더 이상 사랑하지 않는다,kakaowebtoon,수수,수수,로맨스 판타지,완결,2일마다 무료,614.6만,17만,105,4,2일마다 무료,"하녀의 딸로 태어나 부모의 사랑을 받지 못한 니베이아에게 비록 태중약혼의 상대이지만 발레르는 유일한 사랑이었다 하지만 10년 동안 약혼자에게 냉대받으며 파혼을 종용당했던 니베이아는 그에게 지쳐 그를 떠나기로 결심하고, 전략에 걸맞은 결혼 상대가 필요했던 인접국 빈프리트의 황제에게 청혼한다 '사랑하지 않을 것'을 조건으로 걸고…","가슴먹먹한,설레는,로맨스판타지,힐링물",https://webtoon.kakao.com/content/%EB%8D%94-%EC%9D%B4%EC%83%81-%EC%82%AC%EB%9E%91%ED%95%98%EC%A7%80-%EC%95%8A%EB%8A%94%EB%8B%A4/2451
로열 메리지,kakaowebtoon,희야,강렬,로맨스 판타지,시즌완결,토,276.3만,8.9만,72,3,1일마다 무료,"돈과 미모의 상징, 프레이야 제국 최고의 신붓감 타티아나 카르티엔믿었던 약혼자의 배신에 절망도 잠시, 이보다 더 큰 충격이 있을 줄은 몰랐다“며칠만 좀 참지, 멍청하게 들킬 건 뭐람”내 편이라 믿었던 가족 모두가 내 약혼자의 본성을 알고 있었다니절대 혼인하지 않겠다는 타티아나의 엄포에 그녀를 애지중지했던 어머니가 등을 돌렸다“싫다면 이 집에서 나가야겠지”“……”“물론 내가 준 것들은 전부 놓아두고”남은 시간은 일주일 남편감을 구하지 못하면 맨몸으로 거리에 내쫓기게 생겼다이대로 끝인가 싶은 순간 떠오른 마지막 한 사람온갖 멸시를 받던 사생아 출신 용병에서 3년 만에 프레이야의 전쟁 영웅으로 돌아온 붉은 눈의 사신, 카이넬 타운센트막다른 골목, 밑져야 본전이 험한 세상에 살아남기 위해서라면 악마의 손이라도 잡아야만 한다“타티아나 카르티엔 당신은 이제 누가 뭐래도 타운센트 부인이야 날 먼저 찾아와 혼인을 청했으면 끝까지 책임을 져야지”","설레는,몰입되는,로맨스판타지,가상시대물",https://webtoon.kakao.com/content/%EB%A1%9C%EC%97%B4-%EB%A9%94%EB%A6%AC%EC%A7%80/2952
심야카페,kakaowebtoon,수민,수민,판타지 드라마,완결,3시간마다 무료,131.3만,5.1만,50,3,3시간마다 무료,"'밤 12시부터 해가 뜰 때까지 영업하는 카페가 있습니다'마스터라 불리는 미스터리한 남자와 저마다의 시간에 머무른 손님들과거와 미래의 시간이 공존하는 심야카페는 필연적으로 만나야 할 사람들이 마주하는 운명 같은 공간이다서로 다른 시간에 얽힌 주인공들이 한자리에 모였을 때, 예정된 미래는 바뀔 수 있을까?","따뜻한,몰입되는,판타지드라마,힐링물",https://webtoon.kakao.com/content/%EC%8B%AC%EC%95%BC%EC%B9%B4%ED%8E%98/3051
내 남자 주인공의 아내가 되었다,kakaowebtoon,"푸릭, 초캄",적발,로맨스 판타지,연재,금,"1,337.9만",53.5만,99,3,3시간마다 무료,"남주 여주 커플의 아름다운 사랑으로저주받은 용과 마물 그리고 최종 보스의 영혼까지처참하게 박살 내는 소설 <황제와 성녀>""……하하, 차라리 지금 죽으면 좀 편히 갈 수 있으려나""천재 마법사로 칭송받게 될 찬란한 장래,그것보다 원하는 건 안락한 노후와 평화로운 미래…이건만, 그 장렬하게 막을 내리는 이 세계의 최종 보스가 나다제발 살려만 줘라……그런데,'잠깐, 이 녀석 남자 주인공인 시그렌 아냐?''얘가 왜 여기 있지?'세계를 구할 영웅, 시그렌이 코앞에서 죽어간다?전쟁통에 너무도 많이 굴러심신이 만신창이가 되어버린 나의 남자 주인공""시그렌, 너는 분명 아주 많은 것을 가지게 될 거야""""약속할게, 내가 그렇게 될 수 있도록 도울게""시그렌의 상처를 본 순간 다짐했다내가 써내린 세계, 내 안이함으로 고통받은 그에게앞으로 행복과 눈부신 미래만을 가져다주겠다고","설레는,몰입되는,로맨스판타지,힐링물",https://webtoon.kakao.com/content/%EB%82%B4-%EB%82%A8%EC%9E%90-%EC%A3%BC%EC%9D%B8%EA%B3%B5%EC%9D%98-%EC%95%84%EB%82%B4%EA%B0%80-%EB%90%98%EC%97%88%EB%8B%A4/2830
계약자들,kakaowebtoon,우주,우주,드라마,완결,3시간마다 무료,9.2만,"3,334",95,3,3시간마다 무료,"지구 멸망 천년 후, 새로운 문명으로 거듭났던 <판도라>엔또다시'정체불명의 자연재해'가 시작된다 탐정 헥토르 던컨은 <판도라>에 악마와 계약한 <계약자들>이 존재하며, 그들이 멸망을 부추기고 있다는 사실을 알게 된다“악마는 존재합니다”사제조차 악마를 이야기하는 세상탐정 헥토르는 <판도라>의 멸망을 막기 위해 길을 떠난다","미스테리한,몰입되는,드라마,수사물",https://webtoon.kakao.com/content/%EA%B3%84%EC%95%BD%EC%9E%90%EB%93%A4/3856
염라의 숨결,kakaowebtoon,배청이,한개,로맨스,완결,3시간마다 무료,34.5만,1.8만,50,3,3시간마다 무료,빙판길에 미끄러져 어처구니 없는 죽음을 맞이한 김주영 ‘내가 그 동안 얼마나 열심히 살아왔는데 이대로 죽기엔 너무 억울해’ 그런 그녀의 죽음을 저승사자도 안타깝게 여겼는지 살 수 있는 방법을 알려준다 “현재 이승에 계신 차기 염라대왕의 숨결을 받으면 살 수 있습니다”“숨결을 받는다는 건?”“좋은 방법이 있잖아요? 키스” 살고 싶으면 염라대왕과 키스를 하라주영은 과연 까칠보스 염라대왕 해인의 숨결을 받을 수 있을까?,"설레는,귀여운,로맨스,로맨틱코미디물",https://webtoon.kakao.com/content/%EC%97%BC%EB%9D%BC%EC%9D%98-%EC%88%A8%EA%B2%B0/3374
안까이,kakaowebtoon,"유지태, 유무비",제피가루,드라마,완결,15,93.2만,3.7만,43,44,연재 무료,"조선족 출신 청림은 심양에서 폭력조직의 중간 보스인 사촌 형 시권과 일을 하고 있다시권이 시키는 온갖 위험한 일을 도맡아 하며 외줄 타기 인생을 살아가는 청림그날도 도박 빚을 받아내기 위해 한 중국인 남자의 집을 찾아간 청림에게 남성은 한 달 동안 말미를 달라며 담보를 주겠다고 한다청림을 데려간 곳은 창고 그리고 그의 눈에 비치는 것은 행색이 남루한 채 묶여 있는 한 여자였다‘김옥‘이라는 이름의 탈북 여성인 그녀를 담보로 데리고 고향으로 돌아온 청림처음에는 청림을 경계하던 김옥이었지만, 자신을 은근히 챙겨주는 청림에게 조금씩 마음을 열게 된다청림 또한 김옥이 은근히 계속 신경이 쓰인다그렇게 서로의 사랑을 조금씩 키워 나가고 있었지만, 운명은 그들을 갈라놓게 되는데…","가슴먹먹한,처절한,드라마,조직/암흑가",https://webtoon.kakao.com/content/%EC%95%88%EA%B9%8C%EC%9D%B4/3488
"엄마가 좋아, 아빠가 좋아?",kakaowebtoon,Digital Shokunin Inc.,Digital Shokunin Inc.,로맨스 판타지,시즌완결,수,52.3만,2.7만,55,3,1일마다 무료,"어머니가 돌아가신 후 고아가 되어 구박받는 하녀 생활을 하던 디아나""자, 이게 네가 받아야 할 유산이다""어느 날 어머니의 친우가 그녀의 앞에 나타나 어마어마한 유산을 물려준다 하지만, 돌아가신 어머니에게는 유산보다 더 큰 비밀이 있는데-내 어머니가 사실은 대륙 제일의 거부 오흐리드 백작의 외동딸,내 아버지는 홍염의 주인이라는 노히바덴 대공이라니?""디아나는 당연히 오흐리드의 후계자가 될 거요, 대공""""디아나는 내 딸입니다 노히바덴의 이름을 이어야 합니다""저…… 둘 중 하나 꼭 선택해야 하나요?","몰입되는,감동적인,로맨스판타지,성공성장물",https://webtoon.kakao.com/content/%EC%97%84%EB%A7%88%EA%B0%80-%EC%A2%8B%EC%95%84-%EC%95%84%EB%B9%A0%EA%B0%80-%EC%A2%8B%EC%95%84/3446
마왕님의 인형 집사,kakaowebtoon,"타도, 와건",와건,로맨스 판타지,연재,화,71.7만,3.3만,50,3,1일마다 무료,"인간 역사상 최초의 산 제물로 허무한 죽음을 겪고, 절대 환생을 하지 않겠다고 버티며 죽은 존재들이 머무는 영계에서 보낸 세월이 벌써 몇천 년그런데 눈 떠보니 육체가 생겼다?인간 마법사 놈들이 멋대로 내 영혼을 끌어다가 인형 속에 각인했던 것괘씸한 마법사들을 쓸어버리고 영계를 그리워하고 있었더니 지나가던 마왕이 뜻밖의 제안을 해온다마왕님 아들의 집사가 되어주면 그 아이가 커서 죽음을 선물해주겠다고?잘 부탁드립니다, 마왕님막상 만난 마왕님의 아들는 까칠한 정도를 넘어 머리 한번 만졌다고 죽자고 달려들고 물어 뜯으려 한다그러나 살벌한 파괴본능도 잠시, 어느 순간부터 날 따르기 시작하는 도련님순조롭게 사망 루트를 적립해 나가고 있는줄 알았는데 우리 도련님이 각성을 하더니 내게 집착하기 시작한다""페리가 다른 놈하고 닿는 거 싫어 페리는 내 집사잖아""아니 이게 무슨일이야?인형 집사의 독특 살벌 문제적 육아물을 가장한 로맨스페리는 순조롭게 영계로 돌아갈 수 있을까?","궁금하게하는,몰입되는,로맨스판타지,환생물",https://webtoon.kakao.com/content/%EB%A7%88%EC%99%95%EB%8B%98%EC%9D%98-%EC%9D%B8%ED%98%95-%EC%A7%91%EC%82%AC/3586
비비안을 잊어주세요,kakaowebtoon,shed,shed,로맨스 판타지,시즌완결,수,55.9만,2.6만,52,3,1일마다 무료,"“나와 결혼해 줘, 비비안”그와 함께라면 행복한 미래가 올 거라 믿고 있었다하지만, 그가 황제가 되고 난 후 모든 것이 변하기 시작했다갑자기 변해버린 그의 태도밤마다 공녀와 밀회한다는 이상한 소문결국 나는 황궁에 유폐되고, 그가 하라는 대로만 행동하게 되었다그러던 어느 날“임신하셨습니다”임신이라고? “설마, 임신한 건가? 아이는 필요 없어”어떡하지, 가만히 있다간 아이를 잃게 될 거야 그럴 순 없어 목숨을 걸고서라도 내 아이를 지키겠어그렇게 비비안은 모든 사람의 기억 속에서나를 지워버리고 떠나기로 했다“이제 그만, 나를 잊어주세요”","따뜻한,감동적인,로맨스판타지,치정물",https://webtoon.kakao.com/content/%EB%B9%84%EB%B9%84%EC%95%88%EC%9D%84-%EC%9E%8A%EC%96%B4%EC%A3%BC%EC%84%B8%EC%9A%94/3365
남주의 엄마가 되어버렸다,kakaowebtoon,"걈미, 산호",엉쓰,로맨스 판타지,시즌완결,화,821.7만,28.9만,109,3,3일마다 무료,"남주 덕질 3년차아들 바보, 폭군 하데스 루버몬트 공작에게 딱 걸리고 말았다“줄기차게 따라다녀, 비싼 선물 공세에, 이제는 목숨 아까운 줄도 모르고 혈혈단신으로 북부까지 올라오다니……”“미안합니다 할 말이 없네요”“그래, 내가 졌어 도저히 모른 척할 수가 없는 정성이야”“……역시 제가 좀 그렇죠? 제가 생각하기에도 이만한 정성이 없어요”“좋다고 따라다니는 여자들은 꽤 됐지만, 영애만큼 집요한 사람은 본 적이 없어 놀라울 정도야 하지, 결혼 빠른 시일 내에”“하아……”“……”“예, 받아들이겠습니다”“……”“아니, 예? 뭐라고요?”시방 이것이 뭔 소리라니?잘못 들은 게 분명하겠지?그러나 공작은, 멍해진 내 얼굴을 바라보며 피식 웃더니 제대로 확인 사살을 해줬다“해주겠다고, 결혼”이럴 수가남주 아빠의 자의식 과잉이 상당하다[책빙의(일까?^^)/ 착각계/ 내가 따라다닌 건 너 말고 네 아들/ 성덕이 된 여주X자의식 과잉만 빼면 멋진 아버님/ 아들 귀여워]","웃기는,긴장감있는,로맨스판타지,빙의물",https://webtoon.kakao.com/content/%EB%82%A8%EC%A3%BC%EC%9D%98-%EC%97%84%EB%A7%88%EA%B0%80-%EB%90%98%EC%96%B4%EB%B2%84%EB%A0%B8%EB%8B%A4/2445
드래곤 클락,kakaowebtoon,귤갱,domco.,판타지 드라마,연재,수,14.4만,"4,168",37,3,3시간마다 무료,"바야흐로, 인간과 용족 대화합의 시대두 종족은 맹약을 통해 공존의 길을 택했다 그 결과 인간은 ‘드래곤 클락’이라는 도구를 이용해 용족을 드래곤으로 변신시킬 수 있 었고, 그렇게 인간과 용족이 서로 파트너를 맺어 하늘을 나는 ’드래곤 워치’가 탄생하게 된다그 누구보다도 ‘드래곤 워치’가 되길 원했던 ‘칼리’하지만, 그녀는 ‘드래곤 클락’ 속 특수 광물인 ‘드래고늄’ 알러지로 인해 용족을 변신시킬 수 없었고, 그로 인해 그녀의 꿈은 좌절해야 되는 상황에 놓인다그때, 테러가 일어나고 ‘칼리’와 용족이었던 ‘레비탄’은 사건에 휘말리게 된다둘은 위기를 극복하기 위해 고군분투하지만, ‘칼리’가 ‘레비탄’을 드래곤으로 변신시킬 수 없자 상황은 점점 나빠진다절체절명의 위기 속 그들은 알 수 없는 힘에 의해 또 다른 형태의 계약을 맺어 변신에 성공한다그렇게 테러 사건을 해결한 둘은 그 공로를 인정받아 ‘드래곤 워치’로 임명된다‘칼리’가 꿈을 이뤄 기뻐하는 한편, ‘레비탄’은 ‘드래곤 워치’ 임명을 거부하는데‘칼리’와 ‘레비탄’은 무사히 파트너가 될 수 있을 것인가그리고 테러를 기점으로 밝혀지는 인간과 용족 간 맹약의 비밀은","역동적인,발랄한,판타지드라마,성공성장물",https://webtoon.kakao.com/content/%EB%93%9C%EB%9E%98%EA%B3%A4-%ED%81%B4%EB%9D%BD/3993
버려진 왕녀는 반역한다,kakaowebtoon,하예지,BOM,로맨스 판타지,완결,1일마다 무료,40.8만,1.1만,80,3,1일마다 무료,"""붉은 눈을 가진 여자는 저주를 몰고 온다""무역 강국 샤나의 소문난 아름다운 왕녀 '로웨나'그녀는 어느날 갑자기 일어난 화재사건으로 눈동자 색이 붉은 색으로 변하게 된다예전부터 대륙에 내려오던 전설 '붉은 눈을 가진 여자는 저주를 몰고 온다'로웨나는 이 전설로 인해 하루 아침에 버림받는 신세가 되고 만다그때 나타난 친어머니의 친구이자, 북부 베르너 지역의 수호자 '콘라드 공작'의 도움으로 자신의 눈이 저주의 증거가 아닌,'마력의 증거'라는 사실을 알게 되는데…후궁인 '그란첼'에게서 '하인리히'가 태어나면서 왕위와 멀어지는 것도 모자라 정략결혼을 위한 신부 수업만을 강요 받으며 살아왔던 로웨나는 더 이상 가만히 있기 보다는 스스로 움직이기 시작하는데…분명 누군가가 자신과 관련된 모든 인물을 위험에 빠뜨리고 있다로웨나는 이 모든 일이 일어나게 된 원흉에 대해 조사하기 시작한다","통쾌한,감동적인,로맨스판타지,성공성장물",https://webtoon.kakao.com/content/%EB%B2%84%EB%A0%A4%EC%A7%84-%EC%99%95%EB%85%80%EB%8A%94-%EB%B0%98%EC%97%AD%ED%95%9C%EB%8B%A4/3742
